customer_id,sex,customer_age,tenure,age_group,tenure_group,total_baskets,total_items,avg_basket_size,distinct_products,last_basket_date,days_since_last_basket
12163949,MALE,31.0,57,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
9920547,MALE,25.0,91,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11247145,MALE,29.0,68,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
4172693,FEMALE,47.0,117,45+,lang,0.0,0.0,0.0,0.0,,-1.0
4228777,FEMALE,34.0,117,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
12086053,MALE,35.0,58,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
10906945,MALE,43.0,72,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
11958233,MALE,25.0,59,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11489583,MALE,26.0,64,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11082519,FEMALE,32.0,70,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
10314675,MALE,35.0,83,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
11781455,MALE,29.0,61,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
9312625,MALE,36.0,97,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
5296431,MALE,36.0,113,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
11084409,FEMALE,47.0,70,45+,lang,0.0,0.0,0.0,0.0,,-1.0
11380033,MALE,35.0,66,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
11344473,FEMALE,37.0,66,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
4835963,MALE,31.0,114,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
10925873,MALE,18.0,72,<25,lang,0.0,0.0,0.0,0.0,,-1.0
11039245,MALE,30.0,71,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
12270531,MALE,34.0,56,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
4935693,MALE,41.0,114,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
9998695,MALE,34.0,89,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11226271,MALE,35.0,68,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
11214021,MALE,41.0,69,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
12216155,MALE,34.0,56,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11076569,MALE,33.0,70,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
12030263,MALE,26.0,58,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
9127153,FEMALE,46.0,99,45+,lang,0.0,0.0,0.0,0.0,,-1.0
1052163,MALE,46.0,127,45+,,0.0,0.0,0.0,0.0,,-1.0
8873795,FEMALE,42.0,100,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
9588622,MALE,32.0,95,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
10999638,MALE,42.0,71,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
4290055,MALE,31.0,117,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11448465,MALE,50.0,64,45+,lang,0.0,0.0,0.0,0.0,,-1.0
10718246,MALE,36.0,75,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
5315275,MALE,33.0,113,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
8445465,MALE,29.0,103,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11866519,FEMALE,26.0,60,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
9403541,FEMALE,28.0,97,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
10335899,MALE,42.0,83,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
875329,MALE,48.0,129,45+,,0.0,0.0,0.0,0.0,,-1.0
4763465,FEMALE,44.0,115,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
8486555,FEMALE,36.0,103,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
9500953,MALE,55.0,96,45+,lang,1.0,3.0,3.0,1.0,2019-06-10,1665.0
5043090,MALE,31.0,114,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
247695,MALE,43.0,130,35-44,,0.0,0.0,0.0,0.0,,-1.0
11758257,MALE,35.0,61,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
9716497,MALE,25.0,94,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
12185131,MALE,38.0,57,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
4348197,MALE,32.0,117,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
4811849,MALE,50.0,115,45+,lang,0.0,0.0,0.0,0.0,,-1.0
851739,MALE,40.0,129,35-44,,1.0,2.0,2.0,1.0,2019-06-19,1656.0
9837877,MALE,28.0,93,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
10065251,MALE,38.0,88,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
8463917,MALE,37.0,103,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
4219047,MALE,54.0,117,45+,lang,0.0,0.0,0.0,0.0,,-1.0
11149075,MALE,45.0,69,45+,lang,0.0,0.0,0.0,0.0,,-1.0
9170307,FEMALE,36.0,98,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
9519279,MALE,53.0,96,45+,lang,0.0,0.0,0.0,0.0,,-1.0
8238671,MALE,32.0,104,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
12230629,MALE,29.0,56,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
9468137,MALE,49.0,96,45+,lang,0.0,0.0,0.0,0.0,,-1.0
11107901,MALE,47.0,70,45+,lang,0.0,0.0,0.0,0.0,,-1.0
10686795,MALE,39.0,75,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
12233823,MALE,46.0,56,45+,lang,0.0,0.0,0.0,0.0,,-1.0
4327841,MALE,32.0,117,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11498179,MALE,46.0,64,45+,lang,0.0,0.0,0.0,0.0,,-1.0
11290769,MALE,34.0,67,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11709621,FEMALE,58.0,62,45+,lang,0.0,0.0,0.0,0.0,,-1.0
1077559,MALE,44.0,127,35-44,,0.0,0.0,0.0,0.0,,-1.0
10387724,MALE,37.0,82,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
8926995,MALE,41.0,100,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
1101723,MALE,31.0,127,25-34,,0.0,0.0,0.0,0.0,,-1.0
869421,FEMALE,39.0,129,35-44,,0.0,0.0,0.0,0.0,,-1.0
4340231,FEMALE,32.0,117,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
5309731,MALE,28.0,113,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
10673747,MALE,33.0,76,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
551355,MALE,40.0,130,35-44,,0.0,0.0,0.0,0.0,,-1.0
10095813,MALE,31.0,88,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
9290183,MALE,33.0,98,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
4664499,MALE,35.0,115,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
11136517,MALE,29.0,70,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
825111,MALE,49.0,129,45+,,0.0,0.0,0.0,0.0,,-1.0
9177805,MALE,45.0,98,45+,lang,0.0,0.0,0.0,0.0,,-1.0
10108945,MALE,42.0,88,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
12114907,MALE,45.0,57,45+,lang,0.0,0.0,0.0,0.0,,-1.0
8644391,MALE,43.0,102,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
8172059,MALE,42.0,104,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
9221863,FEMALE,44.0,98,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
8134763,FEMALE,30.0,104,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
10728179,MALE,35.0,75,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
8181525,MALE,31.0,104,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
8977465,MALE,41.0,99,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
4171055,MALE,38.0,117,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
10121204,MALE,32.0,87,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11346531,FEMALE,39.0,66,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
845229,MALE,72.0,129,45+,,0.0,0.0,0.0,0.0,,-1.0
268289,MALE,39.0,130,35-44,,0.0,0.0,0.0,0.0,,-1.0
10029579,MALE,38.0,89,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
828364,MALE,47.0,129,45+,,0.0,0.0,0.0,0.0,,-1.0
27867,MALE,38.0,131,35-44,,0.0,0.0,0.0,0.0,,-1.0
10129007,MALE,33.0,87,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
25012,MALE,48.0,131,45+,,0.0,0.0,0.0,0.0,,-1.0
11451181,MALE,40.0,64,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
10606589,MALE,35.0,77,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
10704295,MALE,50.0,75,45+,lang,0.0,0.0,0.0,0.0,,-1.0
12066075,MALE,32.0,58,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
5299539,MALE,37.0,113,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
12389167,FEMALE,54.0,54,45+,lang,0.0,0.0,0.0,0.0,,-1.0
9826621,MALE,28.0,93,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
4874051,MALE,75.0,114,45+,lang,0.0,0.0,0.0,0.0,,-1.0
8898393,MALE,34.0,100,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
5283775,MALE,37.0,113,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
10314339,MALE,32.0,83,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
7913045,MALE,29.0,105,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
4355858,FEMALE,46.0,117,45+,lang,0.0,0.0,0.0,0.0,,-1.0
11042017,MALE,28.0,71,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
4187435,FEMALE,31.0,117,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
10676477,MALE,35.0,76,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
9976659,MALE,44.0,90,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
11533263,MALE,35.0,64,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
8343811,MALE,42.0,103,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
1059135,MALE,36.0,127,35-44,,0.0,0.0,0.0,0.0,,-1.0
10592477,MALE,31.0,77,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
8053591,MALE,39.0,105,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
11880211,MALE,27.0,60,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
7884767,FEMALE,39.0,105,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
10582173,MALE,50.0,77,45+,lang,0.0,0.0,0.0,0.0,,-1.0
11702448,MALE,32.0,62,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11899223,FEMALE,28.0,60,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
9824073,MALE,28.0,93,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11100831,MALE,31.0,70,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
10290665,FEMALE,29.0,84,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
10406851,MALE,30.0,81,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
12342673,MALE,123.0,55,,lang,0.0,0.0,0.0,0.0,,-1.0
1053101,MALE,123.0,127,,,0.0,0.0,0.0,0.0,,-1.0
12310053,MALE,123.0,55,,lang,0.0,0.0,0.0,0.0,,-1.0
10412087,MALE,123.0,81,,lang,0.0,0.0,0.0,0.0,,-1.0
11413493,MALE,123.0,65,,lang,0.0,0.0,0.0,0.0,,-1.0
1095255,FEMALE,123.0,127,,,0.0,0.0,0.0,0.0,,-1.0
10829329,MALE,123.0,73,,lang,0.0,0.0,0.0,0.0,,-1.0
11479707,MALE,123.0,64,,lang,0.0,0.0,0.0,0.0,,-1.0
10781729,FEMALE,123.0,74,,lang,0.0,0.0,0.0,0.0,,-1.0
10917431,MALE,123.0,72,,lang,0.0,0.0,0.0,0.0,,-1.0
12434905,FEMALE,123.0,53,,lang,0.0,0.0,0.0,0.0,,-1.0
11800187,MALE,123.0,61,,lang,0.0,0.0,0.0,0.0,,-1.0
8503677,MALE,123.0,102,,lang,0.0,0.0,0.0,0.0,,-1.0
1082739,FEMALE,123.0,127,,,0.0,0.0,0.0,0.0,,-1.0
11626839,MALE,123.0,62,,lang,0.0,0.0,0.0,0.0,,-1.0
874020,FEMALE,123.0,129,,,0.0,0.0,0.0,0.0,,-1.0
7870625,MALE,123.0,105,,lang,0.0,0.0,0.0,0.0,,-1.0
10488093,MALE,48.0,79,45+,lang,0.0,0.0,0.0,0.0,,-1.0
876645,MALE,46.0,129,45+,,0.0,0.0,0.0,0.0,,-1.0
11220181,MALE,38.0,68,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
4698255,MALE,36.0,115,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
11788007,MALE,34.0,61,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
10642121,MALE,30.0,76,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
4335667,MALE,31.0,117,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11435333,MALE,44.0,65,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
94857,MALE,50.0,131,45+,,0.0,0.0,0.0,0.0,,-1.0
8833545,MALE,28.0,100,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
12088195,MALE,52.0,58,45+,lang,0.0,0.0,0.0,0.0,,-1.0
10420081,MALE,45.0,81,45+,lang,0.0,0.0,0.0,0.0,,-1.0
4368931,MALE,86.0,117,45+,lang,0.0,0.0,0.0,0.0,,-1.0
11365949,MALE,30.0,66,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
8379157,MALE,31.0,103,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
9449223,FEMALE,31.0,96,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11422215,MALE,32.0,65,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
10234100,MALE,31.0,85,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
10456803,MALE,36.0,80,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
8338141,MALE,37.0,103,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
11191201,MALE,27.0,69,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
10900337,MALE,43.0,72,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
11339363,FEMALE,30.0,66,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11422873,MALE,33.0,65,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11899615,MALE,33.0,60,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
8784349,MALE,34.0,101,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
12209015,FEMALE,30.0,56,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
12317473,MALE,25.0,55,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
12499165,MALE,33.0,53,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
825559,MALE,40.0,129,35-44,,0.0,0.0,0.0,0.0,,-1.0
10549693,MALE,37.0,78,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
12065991,MALE,32.0,58,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11757193,MALE,30.0,61,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
10333869,MALE,33.0,83,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11247845,MALE,36.0,68,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
565649,MALE,58.0,130,45+,,0.0,0.0,0.0,0.0,,-1.0
11997262,MALE,36.0,59,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
488817,MALE,37.0,130,35-44,,0.0,0.0,0.0,0.0,,-1.0
11369659,MALE,32.0,66,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
825587,MALE,39.0,129,35-44,,0.0,0.0,0.0,0.0,,-1.0
11689517,MALE,34.0,62,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
4667159,MALE,30.0,115,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11001361,MALE,30.0,71,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
7918354,MALE,37.0,105,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
10942813,FEMALE,44.0,72,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
4796696,MALE,41.0,115,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
12217219,MALE,31.0,56,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
9892631,MALE,40.0,91,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
11573933,MALE,34.0,63,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11244919,MALE,28.0,68,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11781469,FEMALE,35.0,61,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
12274899,MALE,39.0,56,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
5153841,MALE,35.0,113,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
11199895,MALE,24.0,69,<25,lang,0.0,0.0,0.0,0.0,,-1.0
10959781,FEMALE,32.0,72,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11964447,FEMALE,29.0,59,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11259857,MALE,52.0,68,45+,lang,0.0,0.0,0.0,0.0,,-1.0
85617,MALE,48.0,131,45+,,0.0,0.0,0.0,0.0,,-1.0
840553,MALE,40.0,129,35-44,,0.0,0.0,0.0,0.0,,-1.0
11489625,MALE,35.0,64,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
10632909,MALE,25.0,76,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11784316,MALE,36.0,61,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
1119069,MALE,35.0,127,35-44,,0.0,0.0,0.0,0.0,,-1.0
9644619,MALE,28.0,95,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
10343445,MALE,43.0,82,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
12500117,MALE,35.0,53,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
11342933,MALE,27.0,66,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
10844755,MALE,23.0,73,<25,lang,0.0,0.0,0.0,0.0,,-1.0
11679406,MALE,28.0,62,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
5000569,MALE,47.0,114,45+,lang,0.0,0.0,0.0,0.0,,-1.0
4769717,MALE,34.0,115,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11857839,MALE,26.0,60,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
4326203,MALE,48.0,117,45+,lang,0.0,0.0,0.0,0.0,,-1.0
11497801,MALE,39.0,64,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
878213,MALE,31.0,129,25-34,,0.0,0.0,0.0,0.0,,-1.0
11484963,MALE,36.0,64,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
12098877,MALE,46.0,58,45+,lang,0.0,0.0,0.0,0.0,,-1.0
10984211,MALE,35.0,71,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
11642841,MALE,31.0,62,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11834445,MALE,29.0,60,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
446047,MALE,41.0,130,35-44,,0.0,0.0,0.0,0.0,,-1.0
11544281,MALE,36.0,63,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
12510113,MALE,31.0,53,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
4796421,MALE,52.0,115,45+,lang,0.0,0.0,0.0,0.0,,-1.0
12497345,MALE,26.0,53,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11831463,MALE,32.0,60,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
12315093,MALE,38.0,55,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
11677267,MALE,29.0,62,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
1074773,MALE,43.0,127,35-44,,0.0,0.0,0.0,0.0,,-1.0
10602557,MALE,44.0,77,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
11352340,MALE,33.0,66,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
12166310,MALE,45.0,57,45+,lang,0.0,0.0,0.0,0.0,,-1.0
11548523,MALE,29.0,63,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
8180851,MALE,23.0,104,<25,lang,0.0,0.0,0.0,0.0,,-1.0
5107095,MALE,39.0,113,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
11648973,MALE,25.0,62,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11700619,MALE,31.0,62,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11745279,MALE,43.0,61,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
10807279,MALE,29.0,74,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
4790401,MALE,41.0,115,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
9192359,MALE,33.0,98,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
11746343,FEMALE,43.0,61,35-44,lang,0.0,0.0,0.0,0.0,,-1.0
5097533,FEMALE,30.0,113,25-34,lang,0.0,0.0,0.0,0.0,,-1.0
